PRIME_NUMBER	BITS	SELF(prob)	GMP([0:no][1:probably][2:yes])	SELF(ms)	GMP(ms)	DIFFERENCE(ms)	test passed	test run
25824669757486088614732944561423642269495166093744035940791625082659048353361711511986298367566071350736573410828651345195784139630718127054946277663712326147702071407474449718941904000946597320297218750058390651040949184377786101216675284852560940987017672005025421145808006385903235971873520651646459652159256067113946073349837409715522532237164582412541075672024723452122307108420966954719877934619464190729092311349152636115738914809952494597261424373257571916421096604390475456102737226655993477442358334402164176626943736935739997355774814889062685684591033832047196439717592612597615221562954699164913205201221058768619902241045570379216938270473001829577564670425853055108124489962848909718547883276863984950467614053276902065555267647645158551857653828398387661992790721453307615488855488958185674759601601779354004760762187454935438084680922544717405555175994772029640305495585644093057155205397346854240375340855310114868990569616172566926322795216539276968630996001783235763169928801493332701355207905400529575967233839489179790429655833651097486166249808404353794704375568490029546439040202069703427901234902517782609544176085706752488102652378317572874730611670917551595895440172459422716191969369904139904624068592910303278803020207163416440145074183198023476999487762238988852156510031254519681837039680611381915539844640255843530762438566168674983554559740263828213631160913921832951033844292392920470623092142325874721703540790968745573419133214584188727140326663036696386647099902841229721694972989016288865746421250244472977513236613669162737081657030644646855460863999636799252485496957115996909279445159867055562006417616505555596092720131042981	5536	0.996094	0	302	0	302	0	5
21305123343811085861570214142040719798160092602278969291006334195147167600476713656892776638917480308922952557359034776770537260301133374775121786208307705846647658847561548531671743540269426887154034582559612580896622226305495330197860831088647757953483988920394598497571982975134485543224801032053807268564431052517831365027520628701638527515639382045454248904559042276406644945722039660810942046109801795741812145866993386490615853948172134774602148794216014875798712044927981145894694488552314009254098772139245409437702053252987394622380871148455176214810744684593149857845282812181504675445251895405234334413851310291244311283067427438485764439958164065134887453097467236202376693619771670957121380617944094651696117145055764480284919935716020099880643275162200960352144754387610576657509516498025788806156868110992225673480215670748938522204891450861063566945872386924230330433092812359036970155768604347189790013287232073963588736946322505235338048594880056257166624334618909482644161260826260607538984175116144219377352595593581194232049216378579369935772359993693869435456059651360843632663407154322349086852592331980795348220743311946054848837775990233870996773654857133689127233579957615130739300420241498381636589398215070828960883570042234313111487996639127834926369043008077295177420850770546384462814559661011704328541815751139283558594081417138992095020557955252069587349840349589257436859212421033484483605987069875174948786006361462578689391091533550291066718587652321675621501842848921140925067413786298853637888530288047691209921275256366233396202691548923126093808026564987364719400848323820695801739373556243185721626752461540417542635352832131	5536	0.999023	0	364	0	364	0	6
29049030899471065968564678344039871780616777965761632181734375282784756987980926853743335318344768730380329857379407789733372312724718432572617438463200830272539283825977317485561279871905581588225499889367711960213840106068491811567541604987408515113760138363725253363949920753237731458679315427176355426504635513987168807294231704739346910144485746247916393374238551352304051138320751849294273337422851974581975484243888930499742387667814032594580478808053455962170755667707400850641052760026498999614893154980223984607331116730701832396254342362034116325373505088917642797556444760879284299352041120615036483710566493923081876388265102730136004215351393636703267962936460231311634407028065139154558642190837658480758496595780432814963294337852924479094515240137184434908795024951490937821483169264376731617232422207825705308973567300675745355372098470550410314127925409948419036401550396197900989484084469520371980114132188337374753925947777875924391476179545643233865136572954986544880309413277182910435428382052868037919024158958423657500913600967957856349429516533315436120037203359071008587132106344282007741100753030786443744808850051240600091853024099244459605720145119470323094633923192901988611611862147368163244020900145311485696927464578777041731542632618219037009164693476746318706571084141858888831757048790189991964896165500350172981236161859404145502387263640679784375894048922531145856206260465711797462541350383779394707570442785476523206344046331336572602334837987675067040006911969747608659604306894819778426553814936309848962973801517521351498919117071085863261223027408718479073773519298651527896108299498101380315078053571506634651550694100549	5536	0.999023	0	364	0	364	0	6
20545885426598330794541081509608675695969268145539926866975522990657918593453241882424261462744377435561512824648978396432512006078983634450595664697772177899831109031599919653978200351075348804649215479986350968589131125389112993332269622764873623626413831678014568167234768584696880130709210933871904379372835717194111765518633896348960421624782200803296883467415083017326356281191981953170252117313317508135900282866263650152762570802800803356660302344215308075437056286774954314057471465899666437472865191975997895083012377196407458809915681709184492245575845078805669377548253028906729202282466718154010762055386689860939473742338015886947843235059441706761741369427483296615207349591848692221800870026331084362653569348383367648334773134241276755435652577561979661077884765978110539847354555283569872393136760940122789591942928911127958470183875448195754006659834992942164178057834524543502463703929692259337143353656238481044153556550509972015389386876762982513606024514442274667453865317036736362211843195225963729604778090456272878467668243202599134084221019596737415496752699375518004420001507620067259198416989951680305338455406716990650178021675335956573251993465261335950610350253420970402144829920978772317440277692023521030592219782325997492616860267632474325230931928390953766414522724822482382415011553716687487082208391395967295832922249552341509902487533957863725709107789387230390072375724750990254672760435873631212487261405456324906310000985606305393699229666410994004864361364408206530275869386739976506011960654461192277256526599464483009115779780233409455721543885850958166697105859342340587452175777430964532388078739594175696417731371569397	5536	0.999023	0	360	0	360	0	6
579406089135230989971786467793783490358605379324761524624602767211087592239957060051049203161150917544082975916595686860603292096890444817536990352298295876013266152933240412276201071963735827084908057308791086861334267279843146887328171020916568043295273190879636752981097180471287429748061452864247101025248155962329944892016866041635840843021483286498536483742634707346023828647971720641266144793632150884105425302174964844464181509957767774832198829004738365794361527255962699572393365937298501892925412540380022818644355399757561849769890350217723003883915024885313746124537828017448373004324738480336693452579430321028233053920958982714272278649581715994077771057923086913607884880561742640126752986100358627427963202866339454728296712711633246378166023801957937271128402637783587076727181233181445168654756238885789505735627498310610313539992716642780172127074219484719738305278986653644632470313755234784815239669367981409430410101741858151913390349069898359901616084857746647716029360503100240513079944355594804751539042744232678121265657091880937966696307580753539605808084190922609067057815211909167082113430020090457476482508370929187497223500459954213722818655301375812844138199962401195756147045703202076587692261615394602561304283625187848488997053545447200041018921941232637923391083413849539696633633566442296686201153883738093432824277954740502290249515775490678929987453624708428679551881605156464889405079704896969520435462356391401470339450462513532463585893933823840778307793604958336501860964580842471767479521781678898731078091521430030014380713384780131718108931438000395662862825820147060267571161344048974543623855142129086491614060219986448512247989588335233	5600	0.750000	0	130	0	130	0	2
421414165049322487659744325577659197335007466410510598949540896369885503161416518224768301873718443103699200531289633410834982058306038681251274784668726736577350840546532482337733399628768770624941764654722650256866029324198659044182658662955008868792982873671270908827660593106216950411488172651518443740237759286164697313450367028981365864094782971460636246098085221769948659222336056141769802105291297059260519717910850474126822829140302356452388226427403270627678722606344934294293146888189605929012764857098689652760183501008275712924762262872691770485875454378826497362065682375332449180302970514316519308307917624955169107532176055949577934438088186273394471298205776100591297704961330530370664412839077552242544852682707110152176710225770484671913334454799731137267936064783896168034469471810454465666250316874866733946631520946257991583565428140046754772008881779018734480524768984815644260208452707800055721941539636940106848443843500198740107372605263424393849407938626415601476819171300615118191752731029672006920179180652341638320814201636160058961497708261536687857608334748719536071959530332364471626403821684824838333129402217989809715782834870907272099436965373305129255489769432043602741262714267488040020333723117096375303767590359640625183567810616527500316941071560691683027066527077343706316019033823218084493169670748444238123542562682824371427022378467614561818491407841943583385314096299908111917072936126962958169614345997952470772801611013662054433981179557980080641750573032353779266189541919343377566792990415777113465300391571655067311938811705679395992565454061804240729682426935608258432452273755638291139463933555939997200144671829775387136866223601825	5600	0.750000	0	126	0	126	0	2
556161610609115887665352590530255369108771999565665218422958260173436389824415205427579864702963159908674683177310277842691977655509934599401574861792732281892859819337982898552187531398618354091634135498465072909437032485862646550276109966722041031965049907813245878960219368640569324788176302021838224917841855426808512225677499378039497173411766635438798690062195489262603222847017418691775252721013030666284537297595690526687791647903940002978290394411910815194078509340466836090978501716697179018408620004235037998403777168915080250334637883937246446622546184283504635285954014731026203609184913300305368718671291066823497320305426833149732465893794793155950052103004015971675904459621791411608332949023759984899586197395385689218083831093039019230639198723172527580230603566547037152951821432384460096747956072483039706551580334797511401088885364752723234798074164712097991017069755207304444925914460845645579322735220790357843599727417744122082204204454951932551089826710264895719487202973167816146852624983189886187954809034400199502233469962533208584666327812614424356807054271932809412155704161697414953161888551701154848352442328817242460693815687156106514985585032328693846257555543643529076739687938156576733647205893069668768667401839412722997676993565049550579467828029432924655324545833767423879492774548291484745876149790510743183700288070384727704554552335473920707552117954769288404146695102854841933125061165271183707000772310489478422697188589547918911645761843427110594986052849368257410355516437312872279892363047100444835538021702454428871180108440577232073047622873693801485910198817318681792967031160216372816588677164637768480017153090850438108510342510280457	5600	0.750000	0	125	0	125	0	2
547147614836062317736678530064102301212018650987363576197807493554454915975164076031286691761305426561018409742366433399646787145237468460664844177586573496764812897708386733552768825774471662178856454647149152324681881293411614008124321939865088140493669111781794214652588835773744519506641318748487237272729358701125553203733599036234670601806387321797379924186730424392328902115445243684599110893108817001890425077443867558575711860602147202734383607055656715841573114590314372610357944944653052474412988572812973258821280085042597540453189936015627230612740829345706386137665603371724406082667605571547435803550557099227749380173548473637625963525234437597478482784193257138088631221026136323943524002354081546515216885111706302540782695329398459076013558273927926784497969939941106706326067980069499813515998503233243691635660255068960073327600071245178657422576971082004350906092362309619763644550910823114159635623621437846948350380508791407741040886299386056123517587427216267418184867538522765018175925174210368040137362443195631981242495024340581882677386952802649221059077450282002247869632393206907537915047870401906109537413488888934309297915859288867293527942696654860937088280932790627260840330609229813507004028843238664957860664556327470650759348321388260387142752072279601337427299942872081635365109377227043516635040442273553782789909352079341802276879005211794112445470790926764984700664245369272784141406083103110695571926402174486691378186121026806795990475656577809932085293630172655725726639967217209133724526529770740872891833138770172950246214574586429968605400181846241537338279453311527932105646745771340312156971994678146896856367515235593110743543616823199	5600	0.750000	0	129	0	129	0	2
321311924547386094401390752604434828375149971315955765910802751852749527971632766204380960005491396884262439850124183303689447949680331506098241147601241857918512230915632119897587607198747774057996031799500323527442518850672106571840008668632971787567673324137325298831967130174472584363234661747597588680706008300649327695239794464050151615703204370900820084585825613998194295960121793404156198362192971983072452887493461737843358548254540210816144453002609261121474988909416051387527057237199647562106369106767806770802573867503409256637869404952487265004396556528870368403593148361829193258165050319275541361915601618118938565193195940945100464700517460780601167386214508901364140745233846307444259013335023257050566579894196826696763863805082367929789839878492310209669372430639687437108124847290423588925645016215595507625866156420287073208939920316963619645755466276159594825195993356386593915655238929050341347424806593255342251225948703514056398915923651962595147895823678809574588521068181771983609521526206829799128403698386394230734499944541566504219380804591738197593082902209527475472932114039384868308806658143282936418896538508946010868231482348873765088611059198063573850871598440460077503593381050451481635140925975892478785917572529884730033726195244493779142119710795063138699939809463582964350493821749764924586374216124834149757240820201746995640631011177071783730450756644127886988977832057154228657967729373443954995424406007258325050027608169582311054245556237812249312288988418436969343603783969360256276650396977068176589055144621637844964159224806734413155930047526959488099903311655649447850407733277374946963883282403599821227846768693212671583098999799123	5600	0.750000	0	125	49	76	0	2
317699083226728859575281663696613323083861560672021102041627056344958465575863209438907752900956061025360624217341057307739476147322322510197356179763097243592704506159938115731671597290957412866552769035172596657083687699612380879776715932933993783526406718770455936284063465928409463997260637096530137416438652250978250082297156253536529854133004315336909242085954664618177181802318725413389721578684812817643340709046732219072502078139473975089650290611175426135946865284688430944389619066514688720621065540782474143886303724423859589725357160722007321267246241440660688494936118718349527094171924604882814206836605489346847094776152849398288197986314001186831797075249188786216312820093294071459648444982710335956573449058072592079134833217136556984583832747007457620846346650775760119025780605229550158694217194669432528484538881532343609242558490881378801931214445354882476792411997389540877762168313709172358134412116922687293637677135704113856182344957949933117774895657088428484615494722360808356502395434511708382641475676622197192960771104526274430220162461176109379230885597285488492339889864409672129293439030833496654798278192619980214989368979494365817046226721121632225770065531020009420239042181406605177470049879946608146376296433357635416270108976177740512987193967633418448056888370271760424435073437532323095685862564218757446238881925699377391518526243135954621894300452078535176679756629941505706391143661685577794293439510272822609676409416396538248784313784172941301447305697623155306337428220590100406629986197643651238971549065138273042422128398205842656379833173969265840592096001334183806528224434395164591307675028748170381333904098544164994681666054113803	5600	0.750000	0	133	0	133	0	2
421440722478068651897760252664814493151707725721909665897644721826597490748415164732171091857908705885095446369637012666814612171439778674264478093347399907952859215019938688204980903025383809388968156054097254251282419179158971125166447367190903001512538874611977302328190425154017034828185880042412050315416804381660337244491791619959547568285348015107172146235105374372479281043931744639538292521190669243625433367550841353045955899743378556190489918193574423629091789134307332579214523703661631376433473403904173174036581412179324167275297826637589986891572926789912202263987461855218640271329916131802186778713269347626260693989767685277244502088939579045621851959197430963662414690521814371236518108995912823851405228757517346920544310366080530766822030731420422704463582840035753036199521681496470753597614584725897627024257026610453498557894164126578871986149883717668348624213347370256163582020504529219399093041554666729269224290267742427365156991062692852404294060246333230961037457246247247682058636046227098360481146437902238360124648411235730142165975054432204820792451600647412230717862641999823247666853921160149669981397258667478166857663286581118304771071653227161810142909838213777029214974449967737411637789957102261741010816355335972949393247693464434150409073929657926394002643230133642729267956370209471507997547858944499340644732325469782339498539916442242578956353585814809654556786016761240638182286037976709470286967291356683047261670825089206429130835123211238722188774028210928214854230741454670485556154321791420005699838690232191461384887461721325159740319562297671450472506418189471707016615715558514536129573589785129442252641022245990403699820368237053	5600	0.750000	0	123	0	123	0	2
446655139118465166822557039511792561802993188687896302076306084617915389390830722887871601137526146030270880524168772678864519013155527523102711885508399542901462011272504619395325446117876324849479833985702001005795685819687212151102377035524615008242257792486194026385987266484028124123717706442387756677833908295139508933216119836713894413402891920837690445387928455528944797232197227685543049028622877606755186575544310806200277391914520785602414463862523028959123136756984132358976093092170239418953447839075685771053467036949058128896341917512355397344541858734114340341405063117876117312317251443574024019565912520901737169020372005597553355946543165684060085607594692694884437426476117030263810825127412413702704263388074709685426627084051748552201096438893009276172836424264014287436629890829948455677130140290868713746902607904732125805582517272313397870095047355531445264212011944795974724709200004648664304064216708319590414856680252989318850677529247305522420561017867905016858943525191778992340617163580476901359532957824760658800022102233534987378708401277600564178552631727548204834778295950520878867039641555200128085880345516133734112936974876930345915166402107767223196009608595890482675063908534483099304426549885738169487028594428367976817281997418366254794649609404520527235354413400709693889971671064435771193302334039566519590055716381494848908824683929984349037601759636432960682872457313546821270889513621301834948105445282312418475918033430438847382942591983407624516039842019493413454005954810991046663503688334135748922102498689911991159980991744794590350693671723364586107116695946441790986231458715312504939874437905748466173286401645332490644817542392651	5600	0.937500	0	186	0	186	0	3
325038028869276001388175316278708761405055007960042649022127997220201369189924142290470202085887531556418708621978953473137357036352387541078054157355485897271278791399959768230527489399062923635473941833942043209386623212833829164812150664503643472580529327966468489182826696645262823152722979089613374760413729642559440457607025885473372424455466904614502170715999942965778554464903422217527683068839400591303452824769605586686101396672077387791728603533747103453512869532806092879971466621682329499562536644437195321257003292093496914168488074800436854370736930194719953381159169468781788402442465506663590512947617017191217423251808060891501362288433948823539596654718944314802799607646230243926701556049678320716884885256788810526057998763980624098051107631825374801978017320812384027259795398839719595267020782044036464841560823306589235033998167788412961127021410087318103803821746449509254528967096469047607221304897112942197350508923333079725991523624367654636007123638980043945880002875060418717037772194141415924011197208241009931444583131823643711485895793777477620818764315102716102267443266387168167347005372143701527489643192311042893783341171119787450357858202988773207778942654478491011616337824681109653306714834707562457085788709221429869564973008730294028323611063511114946668610329903630807371022262108073148647974577090392111964244085398206615628031096305955210634703409753208742731164420867143276134863049719996384595764005268386722445872554304784835323191975971879527524058483364854805811136005167829325386027221983264021545298199082216337618530961933673567378561468548151238807925019051230663141731058294992499991500902471149564977805379289356609204472228171349	5600	0.937500	0	190	0	190	0	3
456531842633978952384193115698757640293888482064437150478910704730254252448202236452836910821587645358807570075900097608661110909394593661697925186536302643366943940845756148725319262285858400399482471042559133929944039166439734712573448118099773901565456231738217120962159709927291048476528663998929825843672183619915536204325834419992222057074272836121559246287652233166886169282867872439315761454979073008114516221792342522390048758185118334016971889904738162488786967816158537636741576555225616890412147236866097798977228737506264957123071592073426443612399483167599169156606556349624804182398283156351147096311824746597086620076600350877504888989370577360170702807844203143075016701233708036091857930963492766317469345400812641749803754442549516361675206458957895720197126030236191102389267455330394645335771384391906666565440704208214973160894677725758949455304569285379514065302741841063945114739049811946783164302887016260909683243924269923576626997195927439478829331661465476841205370372187848258004542980778063306883091314549337163720193126345303686212783928957446640080927853968414039980340243466974418779423692537765404521540774303822481521364611991574093322992655561027354658954387276153732586189782383411700218809066883326785286871812440407022497120900408801253435576644019435806386815179229222508337361854540630579177358852229801999504507939161731628192921251203778728113243455687054950027723163621546479918840169555709570564372270770307676408117654037350641032256692152002227528737496891607570045938602574025936115982140302391748726701910737145149812289891436686585786413993341118230349080995587667209027005116788125826558234840966737926555164525605585351149654089194497	5600	1.000000	0	2105	0	2105	0	28


521198363682197794239677377684452674478284585593134792781460741485460694974918063727348234957705890369690708445132402627301466492662202631132216596283829462679475105591370000669383307524103230295890291001001773819494016507955586034224050256613069034210656616712985126553872694905385071554317091606912774006097306454120272322160207099715612783681195870213784209030841085185011181721265538332278058633105698876885888381720277632022523914122247813473615245662346672672624244850977807136549937750717860277256412511337759075024505971594911856020805416386665217637979509783590962952596085464868074224311893103665907262047681566485732318603650099576099549108656804497939562749385680017053436179182065879805716295136885053392934812375565150430790371337245955900753161833734113110994519346944074229719123741624920511442880587988463232125782310219516717251612166396806666777238749343219128217638982591927360109329131160635085283261638554117476893497940043717092798649350386628141124670698109875338241853057918614415676830457550993615110304198658484057584407577877582476282139024018678791272878063389808486567101440812842381681191471197377187298026410724338946293153179012833031520680348221177251798382469967162631027610707290894586008074547624946808621781406891833105793430456391130992059025905196288532201031372622032925357787372815364101657336096985419380572675018886783877364806958985174603594905924100477559749087956913744711120825679692543631614608315091071414075239452639467621360188192381327232465537814335007242333137171010305640259013960420447435443940693009649717049633779327456110639575584678581874568136011422698695491505278015351572556427393931291973072220523458959517169278817131991	5600	0.937500	0	216	55	161	0	3
449432043499490443919325974357313140994554939534277408634258062737978848720005773161614794119873211845181419150278603122483043924749138183545272045364291590016049349994687360859964588658579172818203538580900115800094221526603425572230423758267896293952859495061035833089792078940336655264103980524260707689351161227525216793194694783826776691293296117384931540138681019026390992988609775467495478238993297123879576320240512493642726652712325114273642096357818731130066453841608078559205591935332584218905499261997491067337818278301579451148285089887725332346140229563889163034986966585544049186740391860478611323020213583495525334462340075169512254199480448301365651871709511897058429260335098649979224423631515712792718917182458043465056540720831252081291217603053977695191068791920622713963743326869624165673115350524989665624790271498740336539093553493204273648861554069145090989908140768637597432451016659703315457822892826979958457848268282764300071640993346354101440155310641167925548713947887120909138978577630126461577741185667275362605393698819594874287126853581992510918766837197679660400117199184310386152790682941290087339201768844326014149086089450316701930512288109422355833944115815213633635430577549384109713529071691944705455192700313266496083470929247170300534578189802186139550327618912636421325623293978681590895146046239096240898401202646578600437506142183029288321713263852622661633486731609715115667894032464284223967252652545023301135385124627781671760463053733412069917078747851049191342062696195504281525784428569892511452181626940000444153718918743411028016042636233919890571674416108613712391469536613282084296855450736593363069103941805353525198998302616985	5600	0.937500	0	224	0	224	0	3
469117008777215299032820219551746566714459101652704770808577911832942334158294205404932187606676518145456589472210286234562487061590439080410288592671886975684376944048128684144850127294686316058728895678404493014940939596854609917192334623346336731765542026032476550222288303813698964616829998356782375450120436865708814078715369852957605067366670482476451997064079330379752493107257307569800630798518836398131323618820033736098179698633867329752015079888575577711076958737920708642841178614370995537594326736803928452803950033379256263904466012716513173833248876943393796362046170688422537747235697822537409148783416200511008538819462018636562951867025672675715213873622352074134365868812465059920733235904146410446354259313567846219870059141141651099570529761525137041434640194917259054236467843406578210276237647615387566335987299577283740429765065277209963899468654933921518730178971462691289412944546529178308961770059389392008621182217871293480464375307355787745605045810844563536966606771356657652255463770932403037977740809193202106217149356438463654067056888386740203029019455160228390415192794295566974939839900336975313685327014735193873519553288733163087016153336478897385298569680192957286563090488656868255753256333603234571760133964489443240939826500501265817426798461447237954318931742433653225910682588666848350825445310750523463540805740932518832225805579774936081209721874803581092362999777135781457490798261393041233750248622998941652490924087683659174776487911435417295894398998875793698096866887996759665634836815726672372822759596018802935833820988386180215048573760261946141822986653262932382670429736781179771834416380040057124039024896541841800825199001638767	5600	0.937500	0	205	0	205	0	3
574956202518091552420766873310349337871798059004634583204971282058238915227400627054072006068657206067119561709435642805322284181770084216223019825645797043415215083051597761985733025989529461567980013240636822255787149601066016496256644204031438849342287729596791475968342763061503825897317724441545224371503780276244451516383846753134642958827902369760214636285964442025229552526221304678760761344980865490098706544377000890070381500257909339280991776108961690094540128822404952958993053344968553366493857342807471348126849113303175060017283261582859199489932109398705944914611572603079903877042922660853341384275568075671938340542333074263929324218339483118742461592106868729183515902368263778025950182453498585708292186109703968011474931852499979646019529138761331250239227485601033659184125788937094882218643734039376302268369983493254828106293613944857236925034191571662640133801095366842234202053751717081545850345496891182310744685584947062842725901497935577353825090085241307880333414565964265387848800534537607411184207210011989175508013776184878510866465138609596149701218116341519259537772198344679831500130158657523381756571278275944779250887444773994700715701775658730131876340131895198143307623668158504400280583439336950855898861004816794895632254357298454971919319739720543185771057941471395112881272277663635160757787904164863768065065642124622103935881112878000082276132844274791650457422439021567718171169531555290259977156026448960942535884255893679166976244326066258586366327509705461827731653155060819500337265033223100125223085277490229107678107632150431609582854346283101709620874929121359539268152386252664270595198530354852849587488216802191713798450585390019	5600	0.937500	0	216	0	216	0	3
487932936185008716702633043026630364412399785535540720247645774799934380099361794712700395821301280945497513743632252514022665160785851569139779563578559556772678714596496931630133618423589635128164409889668742865292388291460801019368348714107138601479422274090291182300709536731715237175203041195131526902863913458601527403805128786918505902587359287166116508872202443968875885268774206093090742921955582601582955282136903867267355142365713276183100966563519401766507207386775582990289686868785949614812410849964378087313178003871393504643671081797357475328096157155722175478209173413703026243369954399764940112006968217864459897351063025496363371544812388469963959745282819991023579962454028524764042471424293727579972600106180790109687631607280951534932394102334687265146965443088593226531164548642155101785380462378999980991238690829823620149680059491509903275144520040223713892631594733326786489900220443042997014762749817432694777709578259422932360035797370511634254573795434927608515852612629704541265637068694238701398865058493842656286349168330411636278156664051202104625477204382942898220048356351730624218359171851679826094210162289757215280495782788920073981842425025138139353923492920734965429377045902459700994111229634733582140776609995865530541563483211243697226696985254406799881917692917516381161232961266011053827181023289127167043289468139981570233713130598460325332720969355397644087215401506702388837093743911966035132767269470712558057972116368871713410879585673283349775559986538619215822247528951364329732605636485338790753111962880820518057171669000904211179932693555549301107538923977450239561644761846445629649273517996949210391080029847507504681508493667681	5600	0.984375	0	259	0	259	0	4
518295474494856135939045218234960654385226036434885683902876466722601691735512706378275667160185878383795838066411629631471074118445480044891253415731369469935720586994910472989982295318791496235265558896051617687762485722162572842254336881063116646037152601846239432270653289002783327119059977365059675342719088666579016938458046068675985732695499711842954536336717342148613476022109329515484720100619047148200946184568212191528918923696447988426384492134057482534336604232047445150931155108302427806942263402707860526110387430232190660753414818699318993796492593739719720302234701024758638659620661908428938225425978191900350124663805412036067344865444563410750843236954781278169622984872748120651716011357293535574986514114719717755125863962705923212111770264113490029526384622396377143611593163784687330446181971730268604850481618406294834174195602644132666891213665324176986761744935247474622474900021727372671023439498718301570014360426492635293100700259774062408972775723814931542996916841630170729291609752422015754368124823351921673580185275071608361083527065910127799878337074804575815520793402787734752389996609937716459488622558413850635592315557207103233976515809482151481357013451844677030535880467056736808655658768282765872367587019709671734302391049234869263050911599256091147174890295501055881912777989351771724807700296402126826305160068512788452814267351496676072899866723331665412221163214516463698009107953465924662756912100831182047169986606922151747720256385352407073569356890439885997015185168779462414229733591912336999577453917065097020765882402575606652128669414306984909282564187524545064056825605840470513797068106475963559582412823688519613005314747187735	5600	0.984375	0	262	0	262	0	4
377509465769337384372459831109553642005663604517126532060192187176304492481387947917213271760441588995028506744909037680375282582042159622849552298494120451565535787506457170627783539106681829523291687051547273569061420189183468029133218300499932100213131687136391603708354889978717506349751834110715756776850395773915729347483343530786638814741840900385194121839993706445731580324082572259957569011409145292997898403688601407798709623520543476250464566770830787353906025107316603616852267404591228259572964977032448238117150819246817812914017822087752554786286999282961271650663759771496482791721047387510458823022373914029877821834295976211801555536649902984258364920830347841112513029503012570606306206652712845922243458139555333307773540138097880398613977085488114143857448182026606022547487293647388338314912075238553788333101234838971577334211936334435433257519010177114241822191814897198249812382386601027793555279003591231082050669517447441796725336372770550334917376020421283344146384857613933746013142374651838934702633561353509872520573799749840736963896178256781204226728859177771610940992056056287905457936855596903165943020771299462932974588316871433361844314155111132378359133937002367611617603742744148714065061200312747606915413616169398394158057782392412460896758403019535681311028091088781458334705061690345136626708936732016095470053068770828758481067599580031870426304589916647372061144628057458024545115021033097164026056963977275714967443832035897259795839628471051737684371141805496453906603524416734788251299699455201223914515256103100048083459833383603995896527251767492265216520310957003175517011887925174650104813228754783085210068808759605591644211938167723	5600	0.984375	0	284	0	284	0	4
557460062920513218012389167490360145507931320471022632202789474006873798520454233492846443734859535974555738171111735381436863760166737749531052922502167547240053817676530713379163783441101445610068052579065893674319222033057263759866702469554149360694337021813955092819572302445506140059967861989453180201842968453428513598915680693217215707568571112664370759502480396960418766118148981248471712739164237052399216103408922079464138968119472720962615199512642505931360586128777496242922006723088445944168354940513201475555992564962826477442704085951806328796746835785386781210604426368023775992920886599154266541925892926236793568614563408817401391860494613901753984883568392860317584535019379324114771541995324883220454824882578374901275281047401525509962386151663245631799790041545654378247297783113799440156148289330044336772098070891289342597206351068103304034055595973418715776178533605017701388989517071135573744767401868803461070490010653783634892789061180254153252965386131893789591941673241965396624035854561647815441930626999275915692627196101362335623731139406518204064255835882040113064735268992986231094165328919116416169449765617721316840219871885826522204263519204424232117770088914116206259680376102590945053080187135543809711580985152595612160693054072315482391107097433500245520901724221901609267871283410247055738573554517012849514379635401800239359629023973892154550950426624011428478977939198578876329017444651765832455343061535498623242442462564378799014688191083009585498423340437615197862721856201556877824737939797460209143357239142081477983652872239110533412120867228208572325010246877577802801724714791718015307421399336618361068018629462627688804386152070353	5600	0.984375	0	296	0	296	0	4
555489023626050185125448684927754637170887895243124906680283693593771035339858192390575641627006948919845627828502270275346949540929636753417646140187830836795051509172452462060304024013279030004931396146161795471094986997190035121850875226290366590122815418590108318861622618805011817004521236175535516772716472013735955341338655171259189595188712370003951302657300626366430942664960166867518085527304050952830703135996436561268724678579506696184172883799724681797309920139029805979763319296749540967820431339329482524822830928287681843459284995627846539617047825348791206417402792004500049936503767208181464531612992492548414859317474949121033965459815284290863174113044511967993773728044530116868306400172231141380027901840737271740373545126892663510225458126149229146005290835109288332887756315441869498115495331642092160739119267596850999623488482446491924599663642802223870402694965162250802631883414436155411361787479557949415125218346909433627025686312976477079722768148193543412589505285294787571055700713941781189611548069871527168199331734374636975231696868051752378686278988793752570182911511988166470381550984124308858639706159508092579423506045744637753574638597612728781413018760822579608666725565406140173169639228744124978949749037110419699556473582370445383379559311189535534041610295076842909550950029823504668933980859188054826284721276745464763643509906275227317499489375707430726579842191240479788872284262767531520714881772931063359035505494205400420428221209000646700931771584402594143115847537659634129174162613702120203559970810841865366684194619000675632691365761462214091165687105049000277639981726017902692529749505986666109955378633294209050861095180775671	5600	0.984375	0	257	0	257	0	4
